VIN,Mileage,Oil Life,Average MPG,Brake Fluid Level,Brake Fluid Pressure,Oil Pressure
1GKS2AKC3GR671334,17970,65,33,Full,Good,Good
2G1355S30G9587376,28240,63,29,Full,Good,Good
1FAHP2F36GG138128,19939,68,30,Full,Good,Good
2G1145S30G9951678,19716,37,28,Full,Good,Good
1FAHP2F36GG489359,21521,99,34,Full,Good,Acceptable
2G1145S30G9129237,8282,42,34,Full,Good,Good
2G1145S30G9513102,15673,58,35,Full,Good,Good
1FAHP1F85GG183060,20262,90,34,Full,Good,Good
1GKS2AKC3GR698297,12948,75,34,Full,Good,Good
1FAHP2F85GG995442,22092,41,30,Full,Good,Good
2G1378S30G9296815,23822,69,32,Full,Good,Good
2G1355S30G9422018,6767,51,28,Full,Good,Good
2G1355S30G9889088,18190,94,23,Full,Good,Good
1FAHP2F36GG822320,27841,48,28,Full,Good,Good
2G1378S30G9517223,13105,61,29,Full,Good,Good
1HAS4AKC3GR636069,10440,42,20,Full,Good,Good
1FAHP1F85GG254437,17872,38,21,Full,Good,Good
1FAHP2F36GG984687,19256,72,29,Full,Good,Good
2G1378S30G9912448,7136,67,33,Full,Good,Good
1FAHP2F85GG117933,6022,76,21,Full,Good,Good
2G1145S30G9763547,6348,31,35,Full,Good,Good
1GKS2AKC3GR578036,27017,73,27,Full,Good,Good
1GKS2AKC3GR115397,28340,96,25,Full,Good,Good
2G1378S30G9814267,11724,74,30,Full,Good,Good
1HAS4AKC3GR716144,14777,73,26,Full,Good,Good
1HAS4AKC3GR741369,9733,70,20,Full,Good,Good
1HAS4AKC3GR463069,25883,51,28,Full,Good,Good
2G1378S30G9184085,28778,76,28,Full,Good,Good
2G1355S30G9599282,28451,69,21,Full,Good,Acceptable
2G1378S30G9953170,20614,23,29,Full,Good,Good
2G1378S30G9486193,28244,63,28,Acceptable,Good,Good
1HAS4AKC3GR514681,24024,95,35,Full,Good,Good
1FAHP2F85GG891902,21554,34,24,Full,Good,Good
1HAS4AKC3GR627351,12460,97,21,Full,Good,Good
2G1378S30G9842188,27603,46,21,Full,Good,Good
2G1355S30G9262152,21512,57,24,Full,Good,Good
1GKS2AKC3GR440680,6189,60,25,Full,Good,Good
2G1145S30G9188630,21530,31,32,Full,Good,Good
2G1145S30G9359397,6123,47,31,Full,Good,Good
2G1355S30G9653182,6121,1,34,Full,Good,Good
2G1378S30G9140654,22355,84,22,Full,Good,Good
2G1355S30G9310902,17204,45,21,Full,Good,Good
2G1145S30G9879271,21475,59,20,Full,Good,Good
1HAS4AKC3GR609057,16487,62,22,Full,Good,Good
2G1145S30G9730203,9736,75,23,Full,Good,Good
2G1378S30G9412222,23370,89,23,Full,Good,Good
2G1378S30G9821304,8752,95,20,Full,Good,Good
2G1378S30G9972598,6294,91,27,Full,Good,Good
1HAS4AKC3GR817184,26328,53,24,Full,Good,Good
1FAHP2F85GG671967,25714,48,20,Full,Good,Good
1FAHP1F85GG632379,29314,87,26,Full,Good,Good
1HAS4AKC3GR615705,7008,79,33,Full,Good,Good
2G1355S30G9684017,15184,13,27,Full,Good,Good
1GKS2AKC3GR829464,18186,55,26,Full,Good,Good
1FAHP2F36GG250804,9070,46,28,Full,Good,Good
2G1145S30G9331954,13082,74,34,Full,Good,Good
1HAS4AKC3GR620510,18421,52,30,Full,Good,Good
2G1145S30G9936655,14165,35,36,Full,Good,Good
2G1355S30G9357697,25207,48,20,Full,Good,Good
1FAHP2F85GG888456,22625,87,36,Full,Good,Good
2G1378S30G9698303,13795,52,35,Full,Good,Acceptable
1HAS4AKC3GR764059,7440,80,32,Full,Good,Good
1FAHP2F85GG632792,23240,48,35,Full,Good,Good
2G1145S30G9673271,12816,81,32,Full,Good,Good
1FAHP2F36GG843660,26927,45,27,Full,Good,Good
1GKS2AKC3GR493827,10150,46,30,Full,Good,Good
2G1378S30G9482152,28169,73,27,Full,Good,Good
2G1145S30G9882914,7851,67,26,Full,Good,Good
2G1355S30G9198548,23810,95,36,Full,Good,Good
1FAHP2F36GG749445,17590,87,30,Full,Good,Good
2G1378S30G9276383,10924,62,34,Full,Good,Good
1HAS4AKC3GR490277,26274,67,34,Full,Good,Good
2G1378S30G9438240,28514,44,31,Full,Good,Good
2G1355S30G9331233,9005,35,35,Full,Good,Good
1FAHP1F85GG589120,6271,51,32,Full,Good,Good
2G1355S30G9765667,13929,61,20,Full,Good,Good
1FAHP1F85GG654292,19103,94,22,Full,Good,Good
1FAHP2F36GG232972,26474,61,30,Full,Good,Good
1FAHP2F36GG547199,8462,65,24,Full,Good,Good
2G1378S30G9580941,17639,97,34,Full,Good,Good
1HAS4AKC3GR151285,6987,43,27,Full,Good,Good
2G1145S30G9824093,18717,70,29,Full,Good,Good
2G1378S30G9735406,6905,59,34,Acceptable,Good,Good
2G1145S30G9346940,9998,36,26,Full,Good,Good
1HAS4AKC3GR713685,17775,37,30,Full,Good,Good
1FAHP2F85GG887222,11541,49,29,Full,Good,Good
2G1355S30G9675632,28101,54,30,Full,Good,Good
2G1355S30G9480575,16941,60,25,Full,Good,Good
2G1378S30G9137949,19437,53,26,Full,Good,Good
1FAHP2F36GG227897,26750,61,25,Full,Good,Good
1GKS2AKC3GR343631,9619,87,30,Full,Good,Good
2G1145S30G9912450,25223,93,24,Full,Acceptable,Good
1HAS4AKC3GR805510,18644,56,31,Full,Good,Good
1GKS2AKC3GR810858,13879,48,23,Full,Good,Good
1FAHP2F36GG976074,28559,91,28,Full,Good,Good
1GKS2AKC3GR381755,14333,80,21,Full,Good,Good
1GKS2AKC3GR602223,11214,47,32,Full,Good,Good
2G1355S30G9605251,22692,32,33,Full,Good,Good
2G1378S30G9274700,23199,44,26,Full,Good,Good
1FAHP2F36GG937337,6917,44,23,Full,Good,Good
1GKS2AKC3GR972103,11661,59,29,Full,Good,Good
1GKS2AKC3GR750487,23630,65,25,Full,Good,Good
1FAHP1F85GG384650,22993,97,26,Full,Good,Good
1GKS2AKC3GR394888,24891,31,34,Full,Good,Good
1FAHP2F36GG477816,14363,74,23,Full,Good,Good
1HAS4AKC3GR304815,15041,90,28,Full,Good,Good
1FAHP1F85GG711188,23065,63,36,Full,Good,Good
1FAHP2F85GG757806,29247,13,28,Full,Good,Good
1FAHP2F85GG266448,20204,92,26,Full,Good,Good
1FAHP2F85GG365408,22802,57,25,Full,Good,Good
2G1378S30G9738427,27309,57,26,Full,Good,Good
1FAHP1F85GG602535,9434,75,29,Acceptable,Good,Good
1FAHP1F85GG532593,20493,99,28,Full,Good,Good
2G1145S30G9373188,22240,50,34,Full,Good,Good
2G1145S30G9941220,21685,73,29,Full,Good,Good
1GKS2AKC3GR893979,28680,74,24,Full,Good,Good
1FAHP2F36GG627072,25645,41,34,Full,Good,Good
1HAS4AKC3GR197610,21360,79,36,Full,Good,Good
2G1378S30G9772892,27654,35,33,Full,Good,Good
2G1355S30G9578823,29841,93,25,Full,Good,Good
2G1378S30G9523697,21138,57,33,Full,Good,Good
2G1378S30G9253444,11531,89,32,Full,Good,Good
1HAS4AKC3GR932569,20166,71,20,Full,Good,Good
1FAHP1F85GG246732,25611,90,25,Full,Good,Good
1FAHP1F85GG312328,24063,73,36,Full,Good,Good
2G1355S30G9742937,12227,66,30,Full,Good,Acceptable
2G1145S30G9971894,9414,67,26,Full,Good,Good
2G1355S30G9906110,6156,50,20,Full,Good,Good
1FAHP1F85GG791390,28732,78,36,Full,Good,Good
1GKS2AKC3GR402690,29201,30,24,Full,Good,Good
1FAHP1F85GG285836,14063,93,20,Full,Good,Acceptable
1FAHP2F85GG445950,14814,75,30,Full,Good,Good
2G1355S30G9319097,26666,65,28,Full,Good,Good
2G1378S30G9887565,6319,65,28,Full,Good,Good
1FAHP2F36GG309940,10256,74,27,Full,Good,Good
1GKS2AKC3GR370579,26253,94,35,Full,Good,Good
1HAS4AKC3GR485082,15408,64,29,Full,Good,Good
1HAS4AKC3GR591261,22167,33,25,Full,Good,Good
1HAS4AKC3GR828367,16157,95,26,Full,Good,Good
1HAS4AKC3GR967693,21573,81,26,Full,Good,Good
1GKS2AKC3GR802720,8122,65,28,Full,Good,Good
2G1378S30G9705660,16028,63,28,Full,Good,Good
2G1355S30G9360443,10631,64,30,Full,Good,Good
1FAHP2F85GG282122,17703,35,27,Full,Good,Good
2G1378S30G9395520,24000,42,27,Full,Good,Good
2G1355S30G9924342,26536,89,23,Full,Good,Good
2G1355S30G9581797,18841,30,27,Full,Good,Good
1HAS4AKC3GR577769,24250,46,27,Full,Good,Good
2G1145S30G9757386,23954,43,25,Full,Acceptable,Good
2G1355S30G9998983,19763,35,24,Full,Good,Good
1FAHP1F85GG577577,16960,82,23,Full,Good,Good
1FAHP2F85GG373674,28219,90,32,Full,Good,Good
1GKS2AKC3GR615892,16107,76,28,Full,Good,Good
2G1378S30G9176382,21301,90,21,Acceptable,Good,Good
2G1145S30G9988716,12791,74,36,Full,Good,Good
1FAHP1F85GG656225,16948,46,29,Full,Good,Good
2G1378S30G9693804,17688,42,26,Full,Good,Good
1FAHP2F85GG406691,10296,71,27,Full,Good,Good
2G1355S30G9936237,23877,35,35,Full,Good,Good
1HAS4AKC3GR409676,11356,32,29,Full,Good,Good
2G1145S30G9299990,15261,53,28,Full,Good,Good
2G1145S30G9254398,29277,55,32,Full,Good,Good
1HAS4AKC3GR409477,15627,89,33,Full,Good,Good
2G1378S30G9240398,15372,55,31,Full,Good,Good
1FAHP2F36GG291577,20688,97,24,Full,Good,Good
2G1355S30G9309294,28381,44,25,Full,Good,Acceptable
1FAHP2F85GG154396,6520,98,32,Full,Good,Good
1FAHP2F85GG752532,9117,68,35,Full,Good,Good
1GKS2AKC3GR704287,10448,80,32,Full,Good,Good
2G1378S30G9864569,17582,94,24,Full,Good,Good
1FAHP1F85GG846835,24095,41,22,Full,Good,Good
2G1355S30G9247539,25580,32,24,Full,Good,Good
1GKS2AKC3GR497732,22442,31,23,Full,Good,Good
2G1378S30G9167389,10951,72,27,Full,Good,Good
2G1355S30G9953023,24342,45,28,Full,Good,Good
1FAHP2F85GG491536,13905,80,26,Full,Good,Good
1FAHP2F85GG896025,12291,34,24,Full,Good,Good
2G1378S30G9797063,20907,85,21,Full,Good,Good
1FAHP1F85GG435806,20574,46,22,Full,Good,Good
1FAHP2F36GG571330,7781,36,30,Full,Good,Good
1GKS2AKC3GR559222,11536,43,33,Full,Good,Good
1FAHP1F85GG400998,19258,61,28,Full,Good,Good
1FAHP2F85GG383390,6655,66,27,Full,Good,Good
1HAS4AKC3GR754999,29084,86,29,Full,Good,Good
2G1378S30G9784038,20693,93,31,Full,Good,Good
1FAHP1F85GG727551,19229,98,28,Full,Good,Good
2G1355S30G9990171,16744,78,32,Full,Good,Good
1FAHP2F36GG819327,17348,83,24,Full,Good,Good
1FAHP2F85GG186238,9465,59,28,Full,Good,Good
2G1378S30G9329904,8472,93,21,Full,Good,Good
2G1378S30G9765315,22097,83,25,Full,Good,Good
2G1355S30G9902092,13403,93,21,Full,Good,Good
2G1355S30G9451637,23327,43,31,Full,Good,Good
1FAHP2F36GG999831,29980,45,31,Full,Good,Good
1FAHP2F36GG949459,22929,70,33,Full,Good,Good
2G1378S30G9978845,11515,48,25,Full,Good,Good
1FAHP2F85GG388462,17716,35,32,Full,Good,Good
2G1355S30G9937148,14609,4,36,Full,Good,Good
1FAHP2F36GG537279,6693,61,29,Full,Good,Good
1FAHP1F85GG269730,27146,32,33,Full,Good,Good
2G1355S30G9614552,12755,45,33,Full,Good,Good
2G1145S30G9594915,15451,45,25,Full,Good,Good
1GKS2AKC3GR822734,8921,78,32,Full,Good,Acceptable
1GKS2AKC3GR533026,13883,62,29,Full,Good,Good
1FAHP2F36GG240084,14524,67,22,Full,Good,Good
2G1355S30G9787792,27651,33,20,Full,Good,Good
1FAHP2F85GG636488,6766,99,21,Full,Good,Good
1HAS4AKC3GR925418,12547,67,25,Full,Good,Good
1FAHP1F85GG235224,22757,96,34,Full,Good,Good
1GKS2AKC3GR758774,13880,69,35,Full,Good,Good
1FAHP2F85GG368193,12241,72,29,Full,Good,Good
1FAHP2F85GG610540,22356,53,29,Full,Good,Good
2G1378S30G9626852,15267,60,20,Full,Good,Good
1FAHP1F85GG198778,29718,79,26,Full,Good,Good
1GKS2AKC3GR468527,11845,46,28,Full,Good,Good
2G1355S30G9808742,23390,88,31,Full,Good,Good
1FAHP2F36GG434148,10413,25,25,Full,Good,Good
2G1378S30G9682460,26336,74,28,Full,Good,Good
2G1355S30G9288968,27636,72,23,Full,Good,Good
1FAHP1F85GG274366,9104,71,36,Full,Good,Good
1FAHP1F85GG840746,8948,61,27,Full,Good,Good
1FAHP2F36GG598405,19032,37,20,Full,Good,Good
1GKS2AKC3GR388776,18301,82,35,Full,Good,Good
2G1378S30G9495573,17004,54,29,Full,Good,Good
2G1145S30G9288549,10233,66,26,Full,Good,Good
1FAHP2F36GG770374,12751,93,26,Full,Good,Good
1FAHP2F85GG409721,20335,60,29,Full,Good,Good
2G1355S30G9752502,28388,63,24,Full,Good,Good
1HAS4AKC3GR611272,28618,50,25,Full,Good,Good
1GKS2AKC3GR654306,6903,45,24,Full,Good,Good
2G1145S30G9847463,7744,58,29,Full,Good,Good
1FAHP2F85GG820368,13168,39,26,Full,Good,Good
1GKS2AKC3GR466539,18177,37,24,Full,Good,Good
1FAHP2F85GG197286,21670,95,33,Full,Good,Good
1FAHP1F85GG345388,26390,84,26,Full,Good,Good
1FAHP1F85GG869982,21421,30,31,Full,Good,Good
2G1355S30G9758037,7243,89,24,Full,Good,Good
1FAHP1F85GG490071,21509,62,29,Full,Good,Good
1FAHP2F85GG355249,8135,32,30,Full,Good,Good
1GKS2AKC3GR716337,25453,53,31,Full,Good,Good
1HAS4AKC3GR966855,12347,81,35,Full,Good,Good
1GKS2AKC3GR927801,13536,53,25,Full,Good,Good
1HAS4AKC3GR937273,27008,56,20,Full,Good,Good
1GKS2AKC3GR738126,26821,74,36,Full,Good,Good
2G1355S30G9125853,22887,68,32,Full,Good,Good
1FAHP2F85GG869048,19128,36,23,Full,Good,Good
1HAS4AKC3GR584338,16522,59,29,Full,Good,Good
2G1355S30G9294168,22309,75,24,Full,Good,Good
1FAHP2F36GG478655,10698,75,29,Full,Good,Good
1HAS4AKC3GR902868,8530,39,36,Full,Good,Good
1FAHP2F36GG404960,15964,79,28,Full,Good,Good
1HAS4AKC3GR515233,16420,39,20,Full,Good,Good
1FAHP2F36GG403079,14215,59,22,Full,Good,Good
2G1378S30G9591513,7682,99,21,Full,Good,Good
1FAHP2F36GG165551,22116,71,23,Full,Good,Good
2G1378S30G9195606,18567,40,35,Full,Good,Good
1FAHP2F85GG520545,16132,38,25,Full,Good,Good
2G1378S30G9642113,21534,64,29,Full,Good,Good
2G1145S30G9206596,18620,68,32,Full,Good,Good
1FAHP2F85GG716603,26000,34,30,Full,Good,Good
2G1355S30G9766658,14711,46,30,Full,Good,Good
1FAHP1F85GG748135,25747,56,32,Full,Good,Good
2G1378S30G9484368,20988,46,25,Full,Good,Good
2G1378S30G9820099,18191,49,28,Full,Good,Good
2G1378S30G9302513,14015,69,20,Full,Good,Good
2G1378S30G9637633,14024,69,23,Full,Good,Good
1FAHP2F36GG819155,19970,97,21,Full,Good,Good
2G1145S30G9773996,7838,85,33,Full,Good,Good
2G1355S30G9411550,25314,51,30,Full,Good,Low
1FAHP2F36GG485179,11211,57,30,Full,Good,Good
2G1145S30G9459097,9546,53,30,Full,Good,Good
1GKS2AKC3GR455974,25283,51,33,Full,Good,Good
1GKS2AKC3GR297670,9260,99,22,Full,Good,Good
1FAHP2F36GG466215,23593,53,29,Full,Good,Good
1HAS4AKC3GR879980,25610,86,22,Full,Good,Good
2G1355S30G9218255,28479,91,28,Full,Good,Good
1HAS4AKC3GR717165,9226,90,36,Full,Good,Good
1FAHP2F85GG490060,28418,31,36,Full,Good,Good
2G1145S30G9992271,13110,95,27,Full,Good,Good
1FAHP1F85GG880564,19654,82,31,Full,Good,Good
1HAS4AKC3GR729294,25564,67,25,Full,Good,Acceptable
2G1145S30G9661162,29998,93,25,Full,Good,Good
1FAHP1F85GG528723,29837,82,21,Full,Good,Good
2G1355S30G9360336,21407,94,33,Acceptable,Good,Good
1GKS2AKC3GR173466,9903,85,28,Full,Good,Good
1GKS2AKC3GR949903,21719,85,28,Full,Good,Good
1HAS4AKC3GR131023,14810,63,24,Full,Good,Good
1FAHP2F36GG252269,25002,36,28,Full,Good,Good
2G1378S30G9945375,14135,98,30,Full,Good,Good
1FAHP2F85GG265302,29223,36,31,Full,Good,Good
1HAS4AKC3GR254755,10959,54,26,Full,Good,Good
1FAHP2F36GG432769,6830,50,27,Full,Good,Good
2G1355S30G9239988,19861,50,31,Full,Good,Good
1HAS4AKC3GR263359,20997,42,25,Full,Good,Good
2G1355S30G9290393,12192,36,29,Full,Good,Good
2G1355S30G9898557,9519,96,21,Full,Good,Good
1FAHP2F85GG162994,28074,87,31,Full,Good,Good
2G1145S30G9742122,17127,78,31,Full,Good,Good
2G1378S30G9652269,13744,37,29,Full,Good,Good
1FAHP1F85GG324705,13936,71,28,Full,Good,Good
1FAHP2F36GG601030,6327,62,27,Full,Good,Good
2G1145S30G9415608,24726,91,20,Full,Good,Acceptable
1GKS2AKC3GR900681,18833,50,27,Full,Good,Good
1FAHP2F36GG937347,6014,51,20,Full,Good,Good
1FAHP1F85GG430537,8270,53,36,Full,Good,Good
1HAS4AKC3GR742927,24839,69,22,Full,Good,Good
1FAHP2F36GG284912,22215,63,30,Full,Good,Good
1FAHP2F85GG293667,6394,82,22,Full,Good,Good
2G1355S30G9965380,16836,83,27,Full,Good,Good
2G1378S30G9996338,24833,86,35,Full,Good,Good
1FAHP2F85GG671803,28154,87,28,Full,Good,Good
1FAHP1F85GG448163,11204,74,28,Full,Acceptable,Good
1FAHP2F85GG794331,13937,75,33,Full,Good,Good
2G1355S30G9959951,6496,81,33,Full,Good,Good
2G1378S30G9817543,16289,44,30,Full,Good,Good
1GKS2AKC3GR478399,23116,66,28,Full,Good,Good
1FAHP2F85GG569467,19188,77,30,Full,Good,Good
1FAHP2F36GG751843,29771,90,23,Full,Good,Good
2G1145S30G9222232,16264,19,34,Full,Good,Good
1FAHP2F85GG273532,21990,37,36,Full,Good,Good
1FAHP2F85GG180653,28937,34,34,Full,Good,Good
1FAHP2F36GG420285,10464,51,35,Full,Good,Good
1GKS2AKC3GR584790,16439,99,26,Full,Good,Good
2G1378S30G9391899,25303,45,27,Full,Good,Good
1FAHP2F85GG796455,28781,30,28,Full,Good,Good
1GKS2AKC3GR676868,24161,47,22,Full,Good,Good
1FAHP2F85GG547299,15840,43,21,Full,Good,Good
2G1378S30G9809922,13677,74,20,Full,Good,Good
2G1355S30G9335408,24589,79,29,Full,Good,Good
1FAHP1F85GG404269,20029,60,26,Full,Good,Good
2G1378S30G9972395,8576,91,26,Full,Good,Good
2G1378S30G9392184,16590,32,36,Full,Good,Good
1FAHP2F36GG508388,28148,10,29,Full,Good,Good
2G1378S30G9803418,28516,78,24,Full,Good,Good
1FAHP1F85GG140997,26707,59,21,Acceptable,Good,Good
1FAHP2F36GG603665,15416,48,27,Full,Good,Good
1FAHP2F36GG847217,27344,68,34,Full,Good,Good
1FAHP2F36GG956247,24873,99,31,Full,Good,Good
1FAHP1F85GG921195,18113,54,31,Full,Good,Good
2G1145S30G9824764,27317,54,28,Full,Good,Good
1GKS2AKC3GR465136,15891,96,32,Full,Good,Good
2G1145S30G9812568,21429,92,30,Full,Good,Good
1FAHP2F85GG406898,21113,97,32,Full,Good,Good
1FAHP2F85GG288652,23411,97,22,Full,Good,Good
2G1145S30G9398658,26456,91,31,Full,Good,Good
1GKS2AKC3GR325153,27958,92,32,Full,Good,Good
1HAS4AKC3GR946724,20539,49,31,Full,Good,Good
2G1355S30G9257377,13587,39,25,Full,Good,Good
1FAHP1F85GG422087,12919,41,23,Full,Good,Good
2G1145S30G9826912,20898,55,32,Full,Good,Good
1GKS2AKC3GR184537,17909,34,26,Full,Good,Good
1FAHP2F36GG271279,20055,77,22,Full,Good,Good
2G1378S30G9774128,7422,36,21,Full,Good,Good
2G1355S30G9463081,15274,99,34,Full,Good,Good
2G1355S30G9314492,14588,37,24,Full,Good,Good
2G1355S30G9781476,8681,60,23,Full,Good,Good
1FAHP1F85GG749465,11762,70,22,Acceptable,Good,Good
2G1378S30G9416138,29379,35,29,Full,Good,Good
1HAS4AKC3GR182969,13026,48,29,Full,Good,Good
1HAS4AKC3GR529624,11756,76,21,Full,Good,Good
2G1378S30G9976777,7959,87,24,Full,Good,Good
2G1145S30G9291579,19705,50,34,Full,Good,Good
2G1355S30G9680901,27998,42,23,Full,Good,Good
1FAHP1F85GG392293,9806,67,25,Full,Good,Good
2G1378S30G9511174,20109,85,36,Full,Good,Acceptable
2G1355S30G9888450,20715,40,30,Full,Good,Good
2G1378S30G9273348,18552,88,20,Full,Good,Good
2G1145S30G9451639,25570,57,32,Full,Good,Good
2G1145S30G9874282,11950,92,33,Full,Good,Good
2G1378S30G9752046,22485,44,27,Full,Good,Good
1FAHP2F85GG747081,28544,60,36,Full,Good,Good
1HAS4AKC3GR467274,8187,98,32,Full,Good,Good
1FAHP2F85GG185681,7013,41,35,Full,Good,Good
2G1145S30G9854352,8960,94,20,Full,Good,Good
1FAHP2F85GG683501,19089,72,23,Full,Good,Good
1FAHP2F36GG154627,12705,48,20,Full,Good,Good
2G1355S30G9820340,12255,71,25,Full,Good,Good
1GKS2AKC3GR884109,26489,37,24,Full,Good,Good
2G1355S30G9976112,11506,88,21,Full,Good,Good
1GKS2AKC3GR204257,21667,48,28,Full,Good,Good
2G1378S30G9741892,24853,60,34,Full,Good,Good
2G1145S30G9209593,16346,75,31,Full,Good,Good
1FAHP2F85GG619765,22404,48,24,Full,Good,Good
1GKS2AKC3GR111517,14577,33,22,Full,Good,Good
1FAHP2F36GG894046,21434,61,31,Full,Good,Good
2G1355S30G9428573,20117,89,28,Full,Good,Good
2G1145S30G9322900,7943,94,36,Full,Good,Good
1HAS4AKC3GR209068,24596,48,34,Full,Good,Good
1FAHP1F85GG655962,15663,92,32,Full,Good,Good
1GKS2AKC3GR627818,21481,57,22,Full,Good,Good
1GKS2AKC3GR564937,25811,49,33,Full,Good,Good
2G1355S30G9264178,7190,79,23,Full,Good,Good
2G1378S30G9884222,15257,43,23,Full,Good,Good
2G1145S30G9631928,21516,96,36,Acceptable,Good,Good
2G1355S30G9462941,19788,42,35,Full,Good,Good
1FAHP2F36GG689491,12894,37,30,Full,Good,Good
1FAHP2F85GG390515,18843,32,35,Full,Good,Good
1GKS2AKC3GR576036,7788,38,22,Full,Good,Good
1HAS4AKC3GR867089,19112,67,35,Full,Good,Good
1FAHP1F85GG922942,7154,63,24,Full,Good,Good
1FAHP2F36GG240036,28274,88,29,Full,Good,Good
2G1355S30G9419451,26437,87,30,Full,Good,Good
2G1145S30G9825892,10601,88,22,Full,Acceptable,Good
1FAHP2F85GG464439,29175,47,27,Full,Good,Good
1HAS4AKC3GR678749,15429,65,35,Full,Good,Good
1FAHP2F36GG685265,10705,61,21,Full,Good,Good
1HAS4AKC3GR489809,10609,53,29,Full,Good,Good
2G1145S30G9597392,16989,45,24,Full,Good,Good
2G1378S30G9802509,23274,76,24,Full,Good,Good
2G1355S30G9239602,27531,76,35,Full,Good,Good
1GKS2AKC3GR609621,29708,72,23,Full,Good,Good
1HAS4AKC3GR296224,22771,82,23,Full,Good,Good
1GKS2AKC3GR470754,12864,36,33,Full,Good,Good
1GKS2AKC3GR544099,6938,49,32,Full,Good,Good
1FAHP2F36GG296274,14768,86,21,Full,Good,Good
1FAHP2F36GG866177,8679,52,24,Full,Good,Good
1FAHP2F85GG156211,13706,52,34,Full,Good,Good
2G1355S30G9228069,14255,34,22,Full,Good,Good
1FAHP1F85GG907116,25713,55,27,Full,Good,Good
2G1145S30G9382910,10108,67,28,Full,Good,Good
2G1145S30G9812670,8615,79,27,Full,Good,Good
1FAHP2F85GG812944,26105,46,26,Full,Good,Good
1FAHP2F85GG582313,12193,61,25,Full,Good,Good
1FAHP2F85GG187802,16404,77,21,Full,Good,Good
1FAHP1F85GG249060,17628,55,29,Full,Good,Good
1GKS2AKC3GR988978,17417,72,30,Full,Good,Good
2G1355S30G9550695,23765,58,30,Full,Good,Good
1GKS2AKC3GR629845,13067,45,31,Full,Good,Good
2G1378S30G9991000,12712,70,20,Full,Good,Good
1FAHP2F36GG129136,11993,90,32,Full,Good,Good
1FAHP1F85GG571277,27443,80,25,Full,Good,Good
1FAHP2F85GG216052,22112,93,28,Full,Good,Good
1FAHP2F85GG378776,22128,60,26,Full,Good,Good
1FAHP1F85GG181650,29675,39,23,Full,Good,Good
1HAS4AKC3GR137881,15960,30,26,Full,Good,Good
1FAHP2F85GG597277,14407,34,34,Full,Good,Good
2G1378S30G9630972,19946,82,26,Full,Good,Good
2G1378S30G9997623,9691,74,25,Full,Good,Good
1GKS2AKC3GR382140,20304,88,30,Full,Good,Good
2G1145S30G9853329,27242,67,29,Full,Good,Good
1GKS2AKC3GR414192,16959,61,23,Full,Good,Good
2G1355S30G9822500,12819,55,26,Full,Good,Good
1GKS2AKC3GR721559,16908,85,34,Full,Acceptable,Good
1FAHP2F85GG407748,20526,90,27,Acceptable,Good,Good
1GKS2AKC3GR185659,28940,83,24,Full,Good,Good
1FAHP1F85GG418461,24714,87,20,Full,Good,Good
1FAHP2F85GG948911,17932,45,24,Full,Good,Good
1FAHP1F85GG357010,17062,85,21,Full,Good,Good
1HAS4AKC3GR192155,14962,90,32,Full,Good,Good
2G1355S30G9793690,21345,34,27,Full,Good,Good
1FAHP2F36GG413560,19762,91,32,Full,Good,Good
2G1355S30G9462589,7511,36,21,Full,Good,Good
2G1145S30G9583052,8598,92,30,Full,Good,Good
1FAHP1F85GG397893,18482,18,35,Full,Good,Good
2G1355S30G9678500,25576,3,30,Full,Good,Good
2G1355S30G9731028,29610,89,22,Full,Good,Good
1GKS2AKC3GR996989,7108,90,31,Full,Good,Good
1FAHP2F36GG503916,29167,76,26,Full,Good,Good
2G1145S30G9923264,14160,89,35,Full,Good,Good
2G1355S30G9820184,21940,62,28,Full,Good,Good
1FAHP2F85GG475172,8390,31,32,Full,Good,Good
1GKS2AKC3GR849461,26990,77,29,Full,Good,Good
2G1378S30G9646260,10026,50,27,Full,Good,Good
2G1378S30G9529773,14293,69,31,Full,Good,Good
2G1145S30G9470004,13783,90,29,Full,Good,Good
1GKS2AKC3GR705633,25131,31,23,Full,Good,Good
1FAHP1F85GG477037,22749,91,20,Full,Good,Good
2G1378S30G9132716,27209,40,35,Full,Acceptable,Good
2G1355S30G9116289,6915,62,24,Full,Good,Good
2G1145S30G9314741,28826,48,32,Full,Good,Good
2G1355S30G9219116,29885,44,22,Full,Good,Good
1HAS4AKC3GR116509,8338,54,23,Full,Good,Good
2G1145S30G9689664,24621,32,20,Full,Good,Good
2G1145S30G9522143,19259,33,23,Full,Good,Good
1FAHP1F85GG498239,9749,65,21,Full,Good,Good
2G1145S30G9555380,17007,54,24,Full,Good,Good
1FAHP1F85GG357420,22695,43,21,Full,Good,Good
2G1355S30G9458763,23137,99,33,Full,Good,Good
1HAS4AKC3GR191764,8469,73,30,Full,Good,Good
2G1378S30G9154102,29880,76,36,Full,Good,Good
1FAHP2F36GG315481,12381,82,34,Full,Acceptable,Good
1GKS2AKC3GR844541,21802,91,24,Full,Good,Good
2G1378S30G9501980,26819,70,32,Full,Good,Good
1FAHP2F85GG725438,19352,52,22,Full,Good,Good
1FAHP2F85GG748968,21715,80,28,Full,Good,Good
1FAHP2F36GG620177,20961,94,20,Full,Good,Good
1GKS2AKC3GR517751,27890,76,20,Full,Good,Good
1HAS4AKC3GR475472,8725,53,20,Full,Good,Good
