VIN,partid,condition,cause
2G1378S30G9115851,62,56,
1FAHP1F85GG379085,2,84,
1FAHP1F85GG379085,8,63,
1FAHP1F85GG379085,11,70,
1FAHP1F85GG379085,20,70,
1FAHP1F85GG379085,21,65,
1FAHP1F85GG379085,26,56,
1FAHP1F85GG379085,34,58,
1FAHP1F85GG379085,36,87,
1FAHP1F85GG379085,41,11,Normal Wear
1FAHP1F85GG379085,47,58,
1FAHP1F85GG379085,53,46,
1FAHP1F85GG379085,56,56,
1FAHP1F85GG379085,63,76,
1FAHP2F85GG184634,1,74,
1FAHP2F85GG184634,8,61,
1FAHP2F85GG184634,15,57,
1FAHP2F85GG184634,16,60,
1FAHP2F85GG184634,24,52,
1FAHP2F85GG184634,26,71,
1FAHP2F85GG184634,34,81,
1FAHP2F85GG184634,37,99,
1FAHP2F85GG184634,44,78,
1FAHP2F85GG184634,48,87,
1FAHP2F85GG184634,55,88,
1FAHP2F85GG184634,56,49,
1FAHP2F85GG184634,64,90,
1FAHP2F36GG646014,4,98,
1FAHP2F36GG646014,10,57,
1FAHP2F36GG646014,12,80,
1FAHP2F36GG646014,19,92,
1FAHP2F36GG646014,22,91,
1FAHP2F36GG646014,30,60,
1FAHP2F36GG646014,35,27,Normal Wear
1FAHP2F36GG646014,39,86,
1FAHP2F36GG646014,44,90,
1FAHP2F36GG646014,50,56,
1FAHP2F36GG646014,51,97,
1FAHP2F36GG646014,58,74,
1FAHP2F36GG646014,62,88,
1FAHP2F36GG852923,1,86,
1FAHP2F36GG852923,6,58,
1FAHP2F36GG852923,11,48,
1FAHP2F36GG852923,16,76,
1FAHP2F36GG852923,22,74,
1FAHP2F36GG852923,30,81,
1FAHP2F36GG852923,34,55,
1FAHP2F36GG852923,37,99,
1FAHP2F36GG852923,45,79,
1FAHP2F36GG852923,47,50,
1FAHP2F36GG852923,53,50,
1FAHP2F36GG852923,60,83,
1FAHP2F36GG852923,65,54,
2G1145S30G9412110,4,64,
2G1145S30G9412110,8,61,
2G1145S30G9412110,14,72,
2G1145S30G9412110,20,49,
2G1145S30G9412110,24,65,
2G1145S30G9412110,28,49,
2G1145S30G9412110,34,65,
2G1145S30G9412110,38,58,
2G1145S30G9412110,42,50,
2G1145S30G9412110,46,79,
2G1145S30G9412110,55,56,
2G1145S30G9412110,60,79,
2G1145S30G9412110,65,94,
1FAHP2F85GG497589,4,97,
1FAHP2F85GG497589,7,64,
1FAHP2F85GG497589,11,52,
1FAHP2F85GG497589,17,84,
1FAHP2F85GG497589,24,83,
1FAHP2F85GG497589,26,80,
1FAHP2F85GG497589,35,66,
1FAHP2F85GG497589,40,80,
1FAHP2F85GG497589,45,55,
1FAHP2F85GG497589,48,68,
1FAHP2F85GG497589,51,84,
1FAHP2F85GG497589,60,96,
1FAHP2F85GG497589,63,63,
1GKS2AKC3GR537436,4,80,
1GKS2AKC3GR537436,6,23,Potential Damage from Road Conditions
1GKS2AKC3GR537436,12,71,
1GKS2AKC3GR537436,19,97,
1GKS2AKC3GR537436,24,48,
1GKS2AKC3GR537436,30,83,
1GKS2AKC3GR537436,31,78,
1GKS2AKC3GR537436,37,78,
1GKS2AKC3GR537436,45,68,
1GKS2AKC3GR537436,49,59,
1GKS2AKC3GR537436,52,90,
1GKS2AKC3GR537436,58,73,
1GKS2AKC3GR537436,62,82,
1HAS4AKC3GR374997,4,83,
1HAS4AKC3GR374997,8,58,
1HAS4AKC3GR374997,14,52,
1HAS4AKC3GR374997,19,81,
1HAS4AKC3GR374997,23,82,
1HAS4AKC3GR374997,27,96,
1HAS4AKC3GR374997,35,63,
1HAS4AKC3GR374997,40,79,
1HAS4AKC3GR374997,41,69,
1HAS4AKC3GR374997,46,68,
1HAS4AKC3GR374997,55,97,
1HAS4AKC3GR374997,56,75,
1HAS4AKC3GR374997,64,68,
1FAHP2F85GG758380,1,93,
1FAHP2F85GG758380,9,49,
1FAHP2F85GG758380,12,75,
1FAHP2F85GG758380,17,58,
1FAHP2F85GG758380,21,51,
1FAHP2F85GG758380,26,47,
1FAHP2F85GG758380,34,67,
1FAHP2F85GG758380,39,42,
1FAHP2F85GG758380,42,86,
1FAHP2F85GG758380,48,71,
1FAHP2F85GG758380,54,92,
1FAHP2F85GG758380,57,70,
1FAHP2F85GG758380,62,81,
2G1145S30G9507590,3,99,
2G1145S30G9507590,6,97,
2G1145S30G9507590,14,64,
2G1145S30G9507590,16,61,
2G1145S30G9507590,21,48,
2G1145S30G9507590,30,97,
2G1145S30G9507590,32,52,
2G1145S30G9507590,37,48,
2G1145S30G9507590,44,94,
2G1145S30G9507590,47,64,
2G1145S30G9507590,55,65,
2G1145S30G9507590,59,86,
2G1145S30G9507590,64,94,
2G1355S30G9410328,4,67,
2G1355S30G9410328,7,97,
2G1355S30G9410328,11,53,
2G1355S30G9410328,17,74,
2G1355S30G9410328,25,61,
2G1355S30G9410328,27,75,
2G1355S30G9410328,35,56,
2G1355S30G9410328,39,83,
2G1355S30G9410328,44,82,
2G1355S30G9410328,47,81,
2G1355S30G9410328,52,75,
2G1355S30G9410328,58,63,
2G1355S30G9410328,61,90,
1GKS2AKC3GR582800,4,77,
1GKS2AKC3GR582800,8,73,
1GKS2AKC3GR582800,14,69,
1GKS2AKC3GR582800,16,66,
1GKS2AKC3GR582800,23,97,
1GKS2AKC3GR582800,30,76,
1GKS2AKC3GR582800,32,70,
1GKS2AKC3GR582800,37,49,
1GKS2AKC3GR582800,43,91,
1GKS2AKC3GR582800,47,76,
1GKS2AKC3GR582800,51,58,
1GKS2AKC3GR582800,56,89,
1GKS2AKC3GR582800,62,88,
1FAHP2F36GG875219,5,80,
1FAHP2F36GG875219,8,42,
1FAHP2F36GG875219,12,87,
1FAHP2F36GG875219,18,79,
1FAHP2F36GG875219,22,49,
1FAHP2F36GG875219,30,79,
1FAHP2F36GG875219,35,54,
1FAHP2F36GG875219,37,49,
1FAHP2F36GG875219,41,28,Possible Defect
1FAHP2F36GG875219,50,54,
1FAHP2F36GG875219,52,86,
1FAHP2F36GG875219,58,64,
1FAHP2F36GG875219,63,77,
1FAHP1F85GG436322,5,57,
1FAHP1F85GG436322,6,78,
1FAHP1F85GG436322,11,12,Possible Defect
1FAHP1F85GG436322,20,72,
1FAHP1F85GG436322,22,78,
1FAHP1F85GG436322,26,96,
1FAHP1F85GG436322,32,73,
1FAHP1F85GG436322,36,97,
1FAHP1F85GG436322,42,74,
1FAHP1F85GG436322,46,70,
1FAHP1F85GG436322,54,81,
1FAHP1F85GG436322,57,81,
1FAHP1F85GG436322,61,80,
1FAHP1F85GG167173,5,76,
1FAHP1F85GG167173,9,86,
1FAHP1F85GG167173,15,47,
1FAHP1F85GG167173,16,77,
1FAHP1F85GG167173,22,58,
1FAHP1F85GG167173,28,45,
1FAHP1F85GG167173,34,86,
1FAHP1F85GG167173,36,77,
1FAHP1F85GG167173,43,66,
1FAHP1F85GG167173,46,61,
1FAHP1F85GG167173,52,65,
1FAHP1F85GG167173,57,94,
1FAHP1F85GG167173,63,72,
1HAS4AKC3GR298418,5,51,
1HAS4AKC3GR298418,10,73,
1HAS4AKC3GR298418,15,68,
1HAS4AKC3GR298418,16,74,
1HAS4AKC3GR298418,24,50,
1HAS4AKC3GR298418,30,66,
1HAS4AKC3GR298418,31,51,
1HAS4AKC3GR298418,39,61,
1HAS4AKC3GR298418,43,99,
1HAS4AKC3GR298418,50,53,
1HAS4AKC3GR298418,54,95,
1HAS4AKC3GR298418,57,61,
1HAS4AKC3GR298418,65,75,
2G1145S30G9973488,4,76,
2G1145S30G9973488,9,56,
2G1145S30G9973488,11,69,
2G1145S30G9973488,18,65,
2G1145S30G9973488,23,68,
2G1145S30G9973488,27,90,
2G1145S30G9973488,35,78,
2G1145S30G9973488,40,79,
2G1145S30G9973488,41,66,
2G1145S30G9973488,50,58,
2G1145S30G9973488,52,67,
2G1145S30G9973488,57,58,
2G1145S30G9973488,61,49,
2G1145S30G9957395,2,60,
2G1145S30G9957395,6,67,
2G1145S30G9957395,12,45,
2G1145S30G9957395,16,56,
2G1145S30G9957395,23,86,
2G1145S30G9957395,29,78,
2G1145S30G9957395,35,69,
2G1145S30G9957395,36,51,
2G1145S30G9957395,44,66,
2G1145S30G9957395,48,64,
2G1145S30G9957395,54,60,
2G1145S30G9957395,59,56,
2G1145S30G9957395,64,53,
2G1355S30G9459277,5,46,
2G1355S30G9459277,7,77,
2G1355S30G9459277,14,88,
2G1355S30G9459277,19,57,
2G1355S30G9459277,21,90,
2G1355S30G9459277,28,53,
2G1355S30G9459277,35,62,
2G1355S30G9459277,37,51,
2G1355S30G9459277,43,58,
2G1355S30G9459277,49,65,
2G1355S30G9459277,51,73,
2G1355S30G9459277,59,45,
2G1355S30G9459277,63,80,
1FAHP1F85GG844274,1,67,
1FAHP1F85GG844274,10,80,
1FAHP1F85GG844274,13,59,
1FAHP1F85GG844274,18,57,
1FAHP1F85GG844274,21,93,
1FAHP1F85GG844274,27,47,
1FAHP1F85GG844274,31,91,
1FAHP1F85GG844274,39,84,
1FAHP1F85GG844274,43,48,
1FAHP1F85GG844274,47,88,
1FAHP1F85GG844274,52,97,
1FAHP1F85GG844274,60,75,
1FAHP1F85GG844274,61,81,
1FAHP2F85GG529266,5,61,
1FAHP2F85GG529266,8,80,
1FAHP2F85GG529266,15,52,
1FAHP2F85GG529266,16,48,
1FAHP2F85GG529266,22,99,
1FAHP2F85GG529266,30,84,
1FAHP2F85GG529266,32,58,
1FAHP2F85GG529266,37,92,
1FAHP2F85GG529266,44,58,
1FAHP2F85GG529266,50,96,
1FAHP2F85GG529266,53,82,
1FAHP2F85GG529266,56,68,
1FAHP2F85GG529266,61,87,
1FAHP2F36GG451452,5,87,
1FAHP2F36GG451452,10,59,
1FAHP2F36GG451452,14,65,
1FAHP2F36GG451452,19,63,
1FAHP2F36GG451452,23,53,
1FAHP2F36GG451452,29,45,
1FAHP2F36GG451452,33,89,
1FAHP2F36GG451452,36,84,
1FAHP2F36GG451452,42,99,
1FAHP2F36GG451452,49,62,
1FAHP2F36GG451452,54,49,
1FAHP2F36GG451452,58,77,
1FAHP2F36GG451452,64,56,
2G1378S30G9425454,2,75,
2G1378S30G9425454,10,70,
2G1378S30G9425454,11,63,
2G1378S30G9425454,19,67,
2G1378S30G9425454,24,67,
2G1378S30G9425454,26,58,
2G1378S30G9425454,35,78,
2G1378S30G9425454,36,86,
2G1378S30G9425454,41,64,
2G1378S30G9425454,50,74,
2G1378S30G9425454,55,86,
2G1378S30G9425454,58,79,
2G1378S30G9425454,61,97,
1FAHP2F36GG938739,4,63,
1FAHP2F36GG938739,10,51,
1FAHP2F36GG938739,12,65,
1FAHP2F36GG938739,20,45,
1FAHP2F36GG938739,21,63,
1FAHP2F36GG938739,26,77,
1FAHP2F36GG938739,33,85,
1FAHP2F36GG938739,36,90,
1FAHP2F36GG938739,43,80,
1FAHP2F36GG938739,47,79,
1FAHP2F36GG938739,53,57,
1FAHP2F36GG938739,58,84,
1FAHP2F36GG938739,65,45,
2G1355S30G9144620,4,84,
2G1355S30G9144620,9,57,
2G1355S30G9144620,12,67,
2G1355S30G9144620,16,51,
2G1355S30G9144620,24,51,
2G1355S30G9144620,29,75,
2G1355S30G9144620,32,90,
2G1355S30G9144620,37,60,
2G1355S30G9144620,45,50,
2G1355S30G9144620,46,89,
2G1355S30G9144620,51,92,
2G1355S30G9144620,59,70,
2G1355S30G9144620,62,85,
1FAHP2F85GG369578,5,54,
1FAHP2F85GG369578,8,76,
1FAHP2F85GG369578,15,65,
1FAHP2F85GG369578,16,69,
1FAHP2F85GG369578,21,86,
1FAHP2F85GG369578,30,47,
1FAHP2F85GG369578,35,70,
1FAHP2F85GG369578,37,47,
1FAHP2F85GG369578,42,92,
1FAHP2F85GG369578,48,73,
1FAHP2F85GG369578,53,62,
1FAHP2F85GG369578,58,56,
1FAHP2F85GG369578,62,82,
1HAS4AKC3GR349919,1,97,
1HAS4AKC3GR349919,10,51,
1HAS4AKC3GR349919,13,50,
1HAS4AKC3GR349919,16,64,
1HAS4AKC3GR349919,25,55,
1HAS4AKC3GR349919,29,63,
1HAS4AKC3GR349919,35,75,
1HAS4AKC3GR349919,36,68,
1HAS4AKC3GR349919,43,91,
1HAS4AKC3GR349919,48,61,
1HAS4AKC3GR349919,51,91,
1HAS4AKC3GR349919,59,80,
1HAS4AKC3GR349919,61,71,
1HAS4AKC3GR317366,2,49,
1HAS4AKC3GR317366,6,70,
1HAS4AKC3GR317366,13,49,
1HAS4AKC3GR317366,17,51,
1HAS4AKC3GR317366,25,95,
1HAS4AKC3GR317366,30,59,
1HAS4AKC3GR317366,31,96,
1HAS4AKC3GR317366,36,49,
1HAS4AKC3GR317366,45,62,
1HAS4AKC3GR317366,46,66,
1HAS4AKC3GR317366,55,70,
1HAS4AKC3GR317366,58,64,
1HAS4AKC3GR317366,65,57,
1FAHP1F85GG750217,1,96,
1FAHP1F85GG750217,10,59,
1FAHP1F85GG750217,15,52,
1FAHP1F85GG750217,17,53,
1FAHP1F85GG750217,21,73,
1FAHP1F85GG750217,26,91,
1FAHP1F85GG750217,35,89,
1FAHP1F85GG750217,39,89,
1FAHP1F85GG750217,42,85,
1FAHP1F85GG750217,46,51,
1FAHP1F85GG750217,52,88,
1FAHP1F85GG750217,60,89,
1FAHP1F85GG750217,65,71,
1FAHP2F85GG264534,1,89,
1FAHP2F85GG264534,6,73,
1FAHP2F85GG264534,12,52,
1FAHP2F85GG264534,17,87,
1FAHP2F85GG264534,22,46,
1FAHP2F85GG264534,27,68,
1FAHP2F85GG264534,33,91,
1FAHP2F85GG264534,38,75,
1FAHP2F85GG264534,42,77,
1FAHP2F85GG264534,46,55,
1FAHP2F85GG264534,53,88,
1FAHP2F85GG264534,57,80,
1FAHP2F85GG264534,65,50,
2G1378S30G9351790,2,75,
2G1378S30G9351790,8,82,
2G1378S30G9351790,12,45,
2G1378S30G9351790,16,77,
2G1378S30G9351790,22,81,
2G1378S30G9351790,30,77,
2G1378S30G9351790,31,47,
2G1378S30G9351790,37,71,
2G1378S30G9351790,44,88,
2G1378S30G9351790,46,58,
2G1378S30G9351790,55,88,
2G1378S30G9351790,57,68,
2G1378S30G9351790,63,69,
1FAHP1F85GG704049,4,71,
1FAHP1F85GG704049,9,89,
1FAHP1F85GG704049,14,74,
1FAHP1F85GG704049,17,59,
1FAHP1F85GG704049,22,86,
1FAHP1F85GG704049,27,95,
1FAHP1F85GG704049,34,75,
1FAHP1F85GG704049,37,91,
1FAHP1F85GG704049,45,59,
1FAHP1F85GG704049,48,53,
1FAHP1F85GG704049,53,69,
1FAHP1F85GG704049,59,57,
1FAHP1F85GG704049,62,84,
1FAHP2F85GG631385,2,59,
1FAHP2F85GG631385,8,84,
1FAHP2F85GG631385,12,52,
1FAHP2F85GG631385,20,91,
1FAHP2F85GG631385,23,65,
1FAHP2F85GG631385,26,95,
1FAHP2F85GG631385,31,63,
1FAHP2F85GG631385,40,74,
1FAHP2F85GG631385,43,89,
1FAHP2F85GG631385,46,68,
1FAHP2F85GG631385,53,52,
1FAHP2F85GG631385,58,56,
1FAHP2F85GG631385,65,88,
1HAS4AKC3GR541566,2,97,
1HAS4AKC3GR541566,6,61,
1HAS4AKC3GR541566,13,53,
1HAS4AKC3GR541566,16,56,
1HAS4AKC3GR541566,24,85,
1HAS4AKC3GR541566,29,48,
1HAS4AKC3GR541566,35,70,
1HAS4AKC3GR541566,38,71,
1HAS4AKC3GR541566,43,53,
1HAS4AKC3GR541566,49,90,
1HAS4AKC3GR541566,52,85,
1HAS4AKC3GR541566,59,93,
1HAS4AKC3GR541566,62,96,
1FAHP2F85GG825374,4,49,
1FAHP2F85GG825374,9,81,
1FAHP2F85GG825374,14,76,
1FAHP2F85GG825374,16,72,
1FAHP2F85GG825374,22,59,
1FAHP2F85GG825374,26,60,
1FAHP2F85GG825374,34,81,
1FAHP2F85GG825374,39,52,
1FAHP2F85GG825374,43,51,
1FAHP2F85GG825374,50,64,
1FAHP2F85GG825374,54,94,
1FAHP2F85GG825374,58,72,
1FAHP2F85GG825374,62,51,
1FAHP1F85GG425544,2,82,
1FAHP1F85GG425544,6,87,
1FAHP1F85GG425544,13,94,
1FAHP1F85GG425544,18,85,
1FAHP1F85GG425544,22,63,
1FAHP1F85GG425544,30,56,
1FAHP1F85GG425544,31,65,
1FAHP1F85GG425544,36,53,
1FAHP1F85GG425544,45,64,
1FAHP1F85GG425544,47,79,
1FAHP1F85GG425544,52,98,
1FAHP1F85GG425544,59,81,
1FAHP1F85GG425544,63,68,
2G1355S30G9460137,5,70,
2G1355S30G9460137,8,98,
2G1355S30G9460137,15,82,
2G1355S30G9460137,19,59,
2G1355S30G9460137,23,92,
2G1355S30G9460137,27,59,
2G1355S30G9460137,35,75,
2G1355S30G9460137,39,71,
2G1355S30G9460137,42,50,
2G1355S30G9460137,46,95,
2G1355S30G9460137,55,98,
2G1355S30G9460137,57,52,
2G1355S30G9460137,65,51,
2G1355S30G9324734,2,85,
2G1355S30G9324734,7,89,
2G1355S30G9324734,14,56,
2G1355S30G9324734,18,67,
2G1355S30G9324734,25,99,
2G1355S30G9324734,30,78,
2G1355S30G9324734,35,55,
2G1355S30G9324734,37,99,
2G1355S30G9324734,43,47,
2G1355S30G9324734,50,58,
2G1355S30G9324734,55,57,
2G1355S30G9324734,56,52,
2G1355S30G9324734,63,98,
1HAS4AKC3GR849805,2,91,
1HAS4AKC3GR849805,6,53,
1HAS4AKC3GR849805,14,95,
1HAS4AKC3GR849805,19,80,
1HAS4AKC3GR849805,23,55,
1HAS4AKC3GR849805,27,22,Possible Defect
1HAS4AKC3GR849805,33,71,
1HAS4AKC3GR849805,37,64,
1HAS4AKC3GR849805,45,80,
1HAS4AKC3GR849805,49,53,
1HAS4AKC3GR849805,54,59,
1HAS4AKC3GR849805,56,79,
1HAS4AKC3GR849805,63,96,
1FAHP2F36GG466300,3,90,
1FAHP2F36GG466300,7,76,
1FAHP2F36GG466300,13,52,
1FAHP2F36GG466300,19,86,
1FAHP2F36GG466300,25,56,
1FAHP2F36GG466300,29,97,
1FAHP2F36GG466300,32,76,
1FAHP2F36GG466300,40,88,
1FAHP2F36GG466300,44,94,
1FAHP2F36GG466300,49,58,
1FAHP2F36GG466300,53,71,
1FAHP2F36GG466300,60,72,
1FAHP2F36GG466300,65,92,
1HAS4AKC3GR978259,4,83,
1HAS4AKC3GR978259,6,85,
1HAS4AKC3GR978259,13,86,
1HAS4AKC3GR978259,17,72,
1HAS4AKC3GR978259,25,72,
1HAS4AKC3GR978259,26,74,
1HAS4AKC3GR978259,34,62,
1HAS4AKC3GR978259,38,70,
1HAS4AKC3GR978259,43,83,
1HAS4AKC3GR978259,46,45,
1HAS4AKC3GR978259,53,88,
1HAS4AKC3GR978259,57,72,
1HAS4AKC3GR978259,63,56,
1FAHP2F85GG881907,5,95,
1FAHP2F85GG881907,9,98,
1FAHP2F85GG881907,12,69,
1FAHP2F85GG881907,20,91,
1FAHP2F85GG881907,21,49,
1FAHP2F85GG881907,26,46,
1FAHP2F85GG881907,31,93,
1FAHP2F85GG881907,36,68,
1FAHP2F85GG881907,41,60,
1FAHP2F85GG881907,46,52,
1FAHP2F85GG881907,51,75,
1FAHP2F85GG881907,60,61,
1FAHP2F85GG881907,61,61,
2G1145S30G9297379,1,97,
2G1145S30G9297379,9,59,
2G1145S30G9297379,13,91,
2G1145S30G9297379,16,47,
2G1145S30G9297379,21,46,
2G1145S30G9297379,28,68,
2G1145S30G9297379,31,57,
2G1145S30G9297379,38,88,
2G1145S30G9297379,42,80,
2G1145S30G9297379,49,77,
2G1145S30G9297379,54,84,
2G1145S30G9297379,56,71,
2G1145S30G9297379,62,88,
1FAHP2F85GG382192,1,66,
1FAHP2F85GG382192,6,55,
1FAHP2F85GG382192,15,59,
1FAHP2F85GG382192,18,56,
1FAHP2F85GG382192,22,73,
1FAHP2F85GG382192,30,99,
1FAHP2F85GG382192,32,76,
1FAHP2F85GG382192,39,86,
1FAHP2F85GG382192,41,84,
1FAHP2F85GG382192,50,48,
1FAHP2F85GG382192,52,60,
1FAHP2F85GG382192,57,68,
1FAHP2F85GG382192,63,82,
1FAHP2F85GG363575,1,74,
1FAHP2F85GG363575,6,58,
1FAHP2F85GG363575,14,89,
1FAHP2F85GG363575,20,68,
1FAHP2F85GG363575,25,70,
1FAHP2F85GG363575,29,50,
1FAHP2F85GG363575,32,92,
1FAHP2F85GG363575,38,75,
1FAHP2F85GG363575,45,57,
1FAHP2F85GG363575,49,69,
1FAHP2F85GG363575,55,90,
1FAHP2F85GG363575,59,71,
1FAHP2F85GG363575,64,89,
1HAS4AKC3GR656393,1,56,
1HAS4AKC3GR656393,7,68,
1HAS4AKC3GR656393,15,64,
1HAS4AKC3GR656393,19,85,
1HAS4AKC3GR656393,23,85,
1HAS4AKC3GR656393,30,52,
1HAS4AKC3GR656393,32,49,
1HAS4AKC3GR656393,37,49,
1HAS4AKC3GR656393,41,98,
1HAS4AKC3GR656393,48,82,
1HAS4AKC3GR656393,51,84,
1HAS4AKC3GR656393,60,93,
1HAS4AKC3GR656393,62,91,
1HAS4AKC3GR469788,4,86,
1HAS4AKC3GR469788,8,80,
1HAS4AKC3GR469788,13,92,
1HAS4AKC3GR469788,18,48,
1HAS4AKC3GR469788,23,62,
1HAS4AKC3GR469788,27,96,
1HAS4AKC3GR469788,33,57,
1HAS4AKC3GR469788,38,64,
1HAS4AKC3GR469788,45,77,
1HAS4AKC3GR469788,47,95,
1HAS4AKC3GR469788,55,49,
1HAS4AKC3GR469788,58,90,
1HAS4AKC3GR469788,61,55,
2G1378S30G9330948,4,57,
2G1378S30G9330948,10,90,
2G1378S30G9330948,15,67,
2G1378S30G9330948,18,51,
2G1378S30G9330948,22,67,
2G1378S30G9330948,27,90,
2G1378S30G9330948,32,63,
2G1378S30G9330948,39,86,
2G1378S30G9330948,42,73,
2G1378S30G9330948,48,91,
2G1378S30G9330948,55,72,
2G1378S30G9330948,60,74,
2G1378S30G9330948,62,54,
1GKS2AKC3GR329117,4,72,
1GKS2AKC3GR329117,10,65,
1GKS2AKC3GR329117,15,75,
1GKS2AKC3GR329117,16,59,
1GKS2AKC3GR329117,21,54,
1GKS2AKC3GR329117,26,85,
1GKS2AKC3GR329117,32,94,
1GKS2AKC3GR329117,39,58,
1GKS2AKC3GR329117,41,66,
1GKS2AKC3GR329117,49,51,
1GKS2AKC3GR329117,54,74,
1GKS2AKC3GR329117,58,57,
1GKS2AKC3GR329117,62,90,
2G1355S30G9859928,5,60,
2G1355S30G9859928,8,56,
2G1355S30G9859928,14,66,
2G1355S30G9859928,18,94,
2G1355S30G9859928,25,95,
2G1355S30G9859928,28,68,
2G1355S30G9859928,34,98,
2G1355S30G9859928,38,67,
2G1355S30G9859928,41,49,
2G1355S30G9859928,47,89,
2G1355S30G9859928,55,92,
2G1355S30G9859928,59,53,
2G1355S30G9859928,63,70,
1HAS4AKC3GR159650,3,78,
1HAS4AKC3GR159650,9,67,
1HAS4AKC3GR159650,15,84,
1HAS4AKC3GR159650,19,78,
1HAS4AKC3GR159650,24,84,
1HAS4AKC3GR159650,27,64,
1HAS4AKC3GR159650,32,48,
1HAS4AKC3GR159650,37,65,
1HAS4AKC3GR159650,43,97,
1HAS4AKC3GR159650,47,85,
1HAS4AKC3GR159650,54,59,
1HAS4AKC3GR159650,58,90,
1HAS4AKC3GR159650,63,78,
1FAHP1F85GG806294,3,10,Excessive Wear from Caliper
1FAHP1F85GG806294,9,45,
1FAHP1F85GG806294,14,65,
1FAHP1F85GG806294,17,49,
1FAHP1F85GG806294,25,45,
1FAHP1F85GG806294,29,64,
1FAHP1F85GG806294,33,48,
1FAHP1F85GG806294,37,76,
1FAHP1F85GG806294,44,74,
1FAHP1F85GG806294,47,92,
1FAHP1F85GG806294,55,52,
1FAHP1F85GG806294,57,72,
1FAHP1F85GG806294,61,53,
1HAS4AKC3GR903269,1,86,
1HAS4AKC3GR903269,6,69,
1HAS4AKC3GR903269,11,74,
1HAS4AKC3GR903269,18,59,
1HAS4AKC3GR903269,25,64,
1HAS4AKC3GR903269,30,93,
1HAS4AKC3GR903269,31,86,
1HAS4AKC3GR903269,40,62,
1HAS4AKC3GR903269,45,86,
1HAS4AKC3GR903269,48,79,
1HAS4AKC3GR903269,55,76,
1HAS4AKC3GR903269,59,81,
1HAS4AKC3GR903269,63,97,
1FAHP1F85GG628916,3,50,
1FAHP1F85GG628916,7,66,
1FAHP1F85GG628916,11,62,
1FAHP1F85GG628916,18,60,
1FAHP1F85GG628916,22,89,
1FAHP1F85GG628916,27,54,
1FAHP1F85GG628916,35,56,
1FAHP1F85GG628916,39,80,
1FAHP1F85GG628916,45,82,
1FAHP1F85GG628916,48,86,
1FAHP1F85GG628916,53,96,
1FAHP1F85GG628916,57,95,
1FAHP1F85GG628916,63,48,
1HAS4AKC3GR377621,3,94,
1HAS4AKC3GR377621,6,77,
1HAS4AKC3GR377621,14,65,
1HAS4AKC3GR377621,20,93,
1HAS4AKC3GR377621,22,74,
1HAS4AKC3GR377621,26,78,
1HAS4AKC3GR377621,35,92,
1HAS4AKC3GR377621,36,84,
1HAS4AKC3GR377621,41,75,
1HAS4AKC3GR377621,48,61,
1HAS4AKC3GR377621,51,75,
1HAS4AKC3GR377621,60,77,
1HAS4AKC3GR377621,65,87,
1FAHP2F85GG923998,2,50,
1FAHP2F85GG923998,9,71,
1FAHP2F85GG923998,13,64,
1FAHP2F85GG923998,20,80,
1FAHP2F85GG923998,22,77,
1FAHP2F85GG923998,30,94,
1FAHP2F85GG923998,33,48,
1FAHP2F85GG923998,37,63,
1FAHP2F85GG923998,42,60,
1FAHP2F85GG923998,49,78,
1FAHP2F85GG923998,54,78,
1FAHP2F85GG923998,59,87,
1FAHP2F85GG923998,63,74,
2G1355S30G9464132,3,90,
2G1355S30G9464132,6,61,
2G1355S30G9464132,12,55,
2G1355S30G9464132,17,69,
2G1355S30G9464132,23,56,
2G1355S30G9464132,26,86,
2G1355S30G9464132,35,96,
2G1355S30G9464132,36,48,
2G1355S30G9464132,44,94,
2G1355S30G9464132,47,49,
2G1355S30G9464132,52,85,
2G1355S30G9464132,56,53,
2G1355S30G9464132,63,52,
1FAHP2F85GG556890,2,94,
1FAHP2F85GG556890,9,61,
1FAHP2F85GG556890,14,47,
1FAHP2F85GG556890,17,71,
1FAHP2F85GG556890,21,78,
1FAHP2F85GG556890,30,87,
1FAHP2F85GG556890,35,51,
1FAHP2F85GG556890,36,63,
1FAHP2F85GG556890,41,81,
1FAHP2F85GG556890,47,50,
1FAHP2F85GG556890,54,52,
1FAHP2F85GG556890,60,67,
1FAHP2F85GG556890,65,76,
1FAHP2F36GG417879,1,79,
1FAHP2F36GG417879,7,87,
1FAHP2F36GG417879,15,91,
1FAHP2F36GG417879,19,77,
1FAHP2F36GG417879,24,56,
1FAHP2F36GG417879,28,58,
1FAHP2F36GG417879,34,50,
1FAHP2F36GG417879,38,18,Normal Wear
1FAHP2F36GG417879,41,81,
1FAHP2F36GG417879,46,59,
1FAHP2F36GG417879,52,61,
1FAHP2F36GG417879,57,68,
1FAHP2F36GG417879,65,85,
2G1355S30G9824438,5,82,
2G1355S30G9824438,10,76,
2G1355S30G9824438,14,72,
2G1355S30G9824438,20,97,
2G1355S30G9824438,23,98,
2G1355S30G9824438,28,95,
2G1355S30G9824438,35,69,
2G1355S30G9824438,37,97,
2G1355S30G9824438,44,95,
2G1355S30G9824438,49,66,
2G1355S30G9824438,54,64,
2G1355S30G9824438,59,90,
2G1355S30G9824438,65,92,
2G1378S30G9346795,2,87,
2G1378S30G9346795,9,75,
2G1378S30G9346795,13,61,
2G1378S30G9346795,18,94,
2G1378S30G9346795,22,87,
