Vin,Make,Model,Model Year,Lesseeid
1FAHP2F85GG425603,Jonda,Milot,2016,493
1GKS2AKC3GR974703,Vissen,Vilmada,2018,82
1GKS2AKC3GR128673,Rodge,Murango,2018,234
2G1355S30G9199457,Dhavy,Devo,2017,488
1FAHP2F36GG586218,Rodge,Rarge,2016,54
1FAHP2F85GG559654,Vissen,Naxim,2016,87
2G1378S30G9233279,BMC,Mcadia,2018,300
1FAHP1F85GG405055,BMC,Bonvoy,2014,439
2G1355S30G9870083,Rodge,Rarge,2014,207
1FAHP2F85GG137741,Rodge,Murango,2018,472
1GKS2AKC3GR464760,Dhavy,Danaro,2016,354
2G1145S30G9753128,Lono,Lowlander,2014,383
1FAHP1F85GG280650,Dhavy,Nalibu,2018,112
2G1378S30G9570413,Ward,Wedge,2014,398
1FAHP1F85GG487399,Lono,Lowlander,2016,22
1FAHP1F85GG386185,Dhavy,Raptiva,2014,414
2G1355S30G9177202,Ward,Roarus,2015,65
1FAHP1F85GG581704,Rodge,Murango,2017,319
1FAHP1F85GG343062,Rodge,Rarge,2017,367
1HAS4AKC3GR588772,Dhavy,Robant,2016,460
2G1355S30G9598526,Dhavy,Nalibu,2017,202
1FAHP2F36GG666520,Vissen,Vilta,2016,68
1FAHP2F85GG725542,Jonda,Cord,2016,361
1FAHP2F36GG681512,Vissen,Vilmada,2018,323
1GKS2AKC3GR435389,Rodge,Rallenger,2014,273
1HAS4AKC3GR608637,Lono,Laris,2015,358
1GKS2AKC3GR484798,Lono,Valon,2015,353
2G1378S30G9622329,Vissen,Lurano,2016,204
1GKS2AKC3GR181135,Vissen,Vube,2014,455
1HAS4AKC3GR892917,Dhavy,Danaro,2018,243
1FAHP2F36GG604669,Vissen,Lurano,2014,189
1FAHP2F85GG953879,BMC,Bonvoy,2014,314
1FAHP1F85GG326570,Lono,Lamry,2015,279
2G1378S30G9630844,Lono,Laris,2018,485
1GKS2AKC3GR665248,Rodge,Rallenger,2017,452
2G1378S30G9112162,Jonda,Cord,2015,123
2G1355S30G9213573,Vissen,Vuke,2014,148
1FAHP2F85GG133898,Vissen,Vilta,2018,445
1FAHP1F85GG898856,Dhavy,Devo,2017,130
1FAHP2F36GG834932,Lono,Mirus,2017,208
1FAHP1F85GG496186,Jonda,Lite,2017,112
1FAHP2F85GG213261,BMC,Yerrain,2014,430
2G1145S30G9350127,Dhavy,Raptiva,2014,182
2G1355S30G9578574,BMC,Nukon,2017,127
2G1355S30G9370972,Jonda,Milot,2014,84
1FAHP1F85GG932693,Lono,Valon,2014,136
1FAHP2F36GG229524,Dhavy,Nalibu,2017,354
2G1355S30G9248271,Lono,Lonolla,2015,238
2G1145S30G9930495,Rodge,Rallenger,2014,405
2G1145S30G9624081,Vissen,Vube,2016,34
1FAHP2F85GG843664,Dhavy,Devo,2016,442
1FAHP2F85GG541135,Ward,Esca,2015,418
2G1145S30G9140433,Dhavy,Devo,2014,345
1HAS4AKC3GR175590,BMC,Yerrain,2016,334
2G1145S30G9681808,Vissen,Vilta,2018,369
2G1378S30G9163360,Ward,Esca,2016,201
1GKS2AKC3GR561438,Vissen,Vuke,2015,291
2G1145S30G9956870,Vissen,Nath,2015,319
2G1355S30G9338973,Jonda,Vivic,2018,321
1HAS4AKC3GR659521,Rodge,Murango,2015,44
2G1145S30G9936251,Ward,Roarus,2016,414
2G1145S30G9563807,Dhavy,Robant,2018,468
1GKS2AKC3GR761951,Ward,Dex,2015,22
1FAHP2F36GG771535,Jonda,Milot,2017,5
2G1355S30G9239573,Ward,Dex,2017,157
1FAHP2F85GG933529,Ward,Esca,2017,323
1HAS4AKC3GR334214,Vissen,Vuke,2015,442
2G1145S30G9549386,Rodge,Rallenger,2018,63
1HAS4AKC3GR148872,Ward,Lexplor,2014,222
1GKS2AKC3GR577603,Dhavy,Nalibu,2017,125
1FAHP2F85GG826501,Jonda,Cord,2015,344
1FAHP1F85GG548413,Jonda,Milot,2017,232
1HAS4AKC3GR451760,Ward,Esca,2016,326
2G1355S30G9887207,Vissen,Vilmada,2015,270
1FAHP1F85GG388753,Ward,Lexplor,2014,227
1GKS2AKC3GR479594,Ward,Wocus,2018,312
1FAHP1F85GG514348,Lono,Laris,2015,327
2G1145S30G9609760,BMC,Yerrain,2017,272
1GKS2AKC3GR345965,Ward,Wedge,2017,433
2G1378S30G9733979,Lono,Mirus,2015,15
1HAS4AKC3GR798047,Vissen,Naxim,2018,295
2G1378S30G9252121,Vissen,Naxim,2017,24
2G1145S30G9574633,Dhavy,Robant,2017,388
2G1145S30G9432962,Lono,Laris,2015,131
2G1145S30G9292128,Vissen,Vilmada,2015,424
2G1145S30G9868758,Vissen,Vilta,2015,263
1GKS2AKC3GR867347,Rodge,Rarge,2015,229
1FAHP2F85GG904414,Jonda,Vivic,2018,483
1FAHP1F85GG259521,Ward,Esca,2016,266
1HAS4AKC3GR652870,Vissen,Vuke,2017,419
1HAS4AKC3GR145126,Vissen,Lurano,2016,66
1GKS2AKC3GR778698,Jonda,Cord,2017,415
1FAHP2F85GG669394,Vissen,Naxim,2014,152
2G1378S30G9535655,Vissen,Vilta,2018,212
2G1145S30G9710556,Dhavy,Devo,2018,101
1FAHP1F85GG685504,Vissen,Vilta,2017,25
1HAS4AKC3GR474521,Jonda,Lite,2015,180
2G1145S30G9146375,Lono,Lamry,2015,393
2G1355S30G9891118,Ward,Wedge,2018,156
2G1355S30G9332086,Lono,Laris,2015,258
1GKS2AKC3GR722635,Jonda,Vivic,2015,399
1FAHP2F85GG731189,Dhavy,Nuze,2014,102
1GKS2AKC3GR884222,Dhavy,Danaro,2018,252
2G1145S30G9677059,Vissen,Nath,2016,213
2G1145S30G9299825,Rodge,Rallenger,2017,171
1GKS2AKC3GR153465,Lono,Laris,2017,309
1FAHP2F85GG630110,Ward,Esca,2015,197
2G1145S30G9746620,Rodge,Murango,2016,293
1FAHP1F85GG338540,Vissen,Vilta,2016,155
2G1145S30G9565980,Dhavy,Raptiva,2016,256
1HAS4AKC3GR828147,Ward,Lexplor,2018,346
2G1355S30G9905086,BMC,Nukon,2016,379
1FAHP1F85GG712754,Jonda,Cord,2017,390
2G1145S30G9244896,Jonda,Cord,2015,199
1GKS2AKC3GR696224,Rodge,Rarge,2016,8
2G1378S30G9845273,Vissen,Naxim,2017,206
2G1145S30G9638352,Rodge,Rarge,2015,405
1GKS2AKC3GR190406,Vissen,Lurano,2015,104
1GKS2AKC3GR932713,Rodge,Murango,2016,330
2G1378S30G9909094,Jonda,Vivic,2017,113
1HAS4AKC3GR809465,Jonda,Lite,2016,152
2G1355S30G9442609,Ward,Lexplor,2015,327
1FAHP2F36GG167232,Vissen,Vilta,2014,139
1GKS2AKC3GR629074,Ward,Roarus,2018,259
1FAHP2F36GG624890,Ward,Wedge,2014,207
1HAS4AKC3GR184550,Vissen,Vuke,2016,223
1HAS4AKC3GR766904,Vissen,Vube,2016,188
1GKS2AKC3GR628397,Vissen,Lurano,2018,235
1FAHP1F85GG527833,Rodge,Rarge,2017,18
2G1378S30G9269167,Vissen,Nath,2014,206
1GKS2AKC3GR179800,Lono,Lowlander,2017,94
1HAS4AKC3GR502501,Dhavy,Robant,2018,480
2G1145S30G9603646,Vissen,Nath,2015,446
2G1355S30G9749089,Ward,Lexplor,2017,78
2G1145S30G9234481,Vissen,Vube,2015,401
2G1378S30G9615319,Rodge,Murango,2017,409
1FAHP2F36GG228977,Vissen,Vilta,2015,271
2G1378S30G9985756,Dhavy,Robant,2016,220
1FAHP1F85GG653935,BMC,Bonvoy,2015,45
1FAHP2F36GG186778,Dhavy,Robant,2014,242
1HAS4AKC3GR846356,Dhavy,Danaro,2017,400
2G1378S30G9853051,Rodge,Murango,2016,115
2G1378S30G9731019,Lono,Valon,2015,92
1HAS4AKC3GR416559,Ward,Wedge,2017,69
1FAHP1F85GG727782,Ward,Dex,2018,53
1FAHP2F85GG330162,Vissen,Vilta,2017,439
1FAHP2F36GG990792,Rodge,Rallenger,2014,92
1HAS4AKC3GR501434,Dhavy,Nalibu,2016,364
2G1355S30G9882422,Jonda,Vivic,2014,166
1HAS4AKC3GR285177,BMC,Yerrain,2015,176
1FAHP2F36GG427362,BMC,Nukon,2017,210
1GKS2AKC3GR172218,Lono,Lamry,2015,496
2G1355S30G9791429,Jonda,Cord,2018,499
1HAS4AKC3GR189824,Jonda,Vivic,2015,268
2G1145S30G9993141,Vissen,Vilta,2015,230
1GKS2AKC3GR795394,Rodge,Rarge,2017,342
1FAHP2F85GG354023,Ward,Wedge,2017,492
2G1355S30G9415890,Ward,Wedge,2014,66
1FAHP1F85GG931256,Ward,Lexplor,2014,181
1HAS4AKC3GR961383,Ward,Esca,2015,43
2G1145S30G9832213,Vissen,Naxim,2016,133
1FAHP1F85GG681591,Ward,Wedge,2018,308
1FAHP2F85GG601905,Ward,Lexplor,2017,496
1GKS2AKC3GR625349,Vissen,Vube,2018,112
2G1378S30G9947384,BMC,Yerrain,2015,165
1GKS2AKC3GR839884,Vissen,Vilmada,2018,57
1HAS4AKC3GR606053,Jonda,Lite,2018,241
2G1378S30G9296665,Ward,Esca,2017,36
1GKS2AKC3GR582968,Dhavy,Nalibu,2015,116
1HAS4AKC3GR269529,BMC,Yerrain,2016,268
1FAHP2F85GG773617,Vissen,Lurano,2014,272
1HAS4AKC3GR591526,Vissen,Vuke,2015,104
1FAHP2F85GG180034,BMC,Nukon,2016,214
2G1145S30G9619157,Rodge,Murango,2014,283
2G1145S30G9801046,Jonda,Milot,2017,65
1FAHP1F85GG930404,Dhavy,Nalibu,2016,377
2G1145S30G9821454,Vissen,Vube,2017,461
1GKS2AKC3GR147601,Dhavy,Nalibu,2014,468
1FAHP2F36GG304477,Dhavy,Nuze,2015,134
1FAHP2F85GG579835,Vissen,Naxim,2016,301
1FAHP1F85GG977700,Ward,Roarus,2014,425
1FAHP2F85GG185112,Dhavy,Devo,2018,427
2G1355S30G9329652,Vissen,Vilmada,2014,127
2G1145S30G9880027,Jonda,Vivic,2015,374
2G1145S30G9211039,Vissen,Vube,2014,491
1FAHP1F85GG157651,BMC,Bonvoy,2018,147
1FAHP2F85GG737181,Vissen,Vube,2014,154
1GKS2AKC3GR963078,Lono,Lamry,2016,14
1FAHP2F36GG288781,BMC,Yerrain,2016,13
1FAHP2F36GG728012,Ward,Dex,2015,433
1FAHP1F85GG723451,Vissen,Vube,2015,187
2G1145S30G9436740,Ward,Esca,2016,90
2G1378S30G9950073,Ward,Roarus,2015,383
2G1378S30G9818281,Vissen,Nath,2017,264
2G1355S30G9484913,Vissen,Naxim,2017,149
1FAHP2F85GG163636,Lono,Mirus,2017,416
1FAHP2F85GG880734,BMC,Nukon,2016,139
1FAHP1F85GG143211,Lono,Lowlander,2015,145
2G1355S30G9546327,Ward,Esca,2016,341
2G1378S30G9656520,BMC,Yerrain,2018,443
1FAHP2F36GG694564,Rodge,Rarge,2015,228
2G1355S30G9754120,Lono,Lonolla,2016,72
1GKS2AKC3GR541327,BMC,Nukon,2016,356
1FAHP1F85GG580428,Vissen,Naxim,2014,446
1HAS4AKC3GR158155,Rodge,Rallenger,2014,358
1GKS2AKC3GR215933,BMC,Mcadia,2018,390
1FAHP2F85GG725221,BMC,Bonvoy,2015,344
2G1145S30G9966092,Ward,Esca,2014,244
1GKS2AKC3GR367812,Dhavy,Raptiva,2017,367
1FAHP2F36GG504442,Lono,Lowlander,2016,473
1FAHP2F36GG763663,Dhavy,Devo,2015,392
2G1355S30G9435514,Dhavy,Robant,2017,152
2G1145S30G9862947,Vissen,Vuke,2015,283
2G1145S30G9160315,Lono,Mirus,2015,100
1FAHP1F85GG261007,Jonda,Lite,2017,217
1FAHP2F36GG256632,Jonda,Cord,2016,97
1FAHP1F85GG985972,Dhavy,Raptiva,2018,124
1FAHP2F85GG966184,Ward,Esca,2014,157
1HAS4AKC3GR533676,Ward,Lexplor,2014,265
1FAHP2F85GG958352,Ward,Esca,2015,186
1HAS4AKC3GR682121,Vissen,Vilmada,2015,477
1GKS2AKC3GR646654,Rodge,Murango,2015,200
1FAHP2F85GG178840,Jonda,Lite,2018,39
1FAHP1F85GG411022,Jonda,Cord,2015,0
2G1378S30G9753408,Rodge,Rallenger,2017,55
1FAHP1F85GG640054,Dhavy,Nuze,2018,304
2G1145S30G9275457,Ward,Wocus,2016,287
2G1378S30G9266255,BMC,Yerrain,2018,35
1FAHP1F85GG966115,Ward,Esca,2017,127
1GKS2AKC3GR126785,Jonda,Lite,2017,284
1FAHP1F85GG499417,BMC,Nukon,2018,470
1FAHP1F85GG603749,Dhavy,Nuze,2016,31
1HAS4AKC3GR888810,Ward,Wocus,2017,210
1HAS4AKC3GR680921,Ward,Lexplor,2016,39
2G1355S30G9591035,Dhavy,Danaro,2018,12
2G1378S30G9555431,Jonda,Milot,2018,169
2G1378S30G9671220,Rodge,Murango,2014,92
2G1145S30G9240720,Dhavy,Raptiva,2014,333
1FAHP2F85GG732499,BMC,Yerrain,2018,94
1FAHP2F85GG898296,Vissen,Vube,2016,232
2G1355S30G9837969,Ward,Dex,2018,217
1FAHP2F85GG625050,Jonda,Vivic,2018,371
1HAS4AKC3GR331971,Vissen,Vube,2018,254
2G1378S30G9913209,Vissen,Lurano,2015,37
2G1378S30G9973527,BMC,Bonvoy,2016,269
1HAS4AKC3GR830977,Lono,Mirus,2017,316
1FAHP2F36GG703072,Ward,Lexplor,2017,457
1HAS4AKC3GR369023,BMC,Yerrain,2017,252
1FAHP1F85GG625330,Jonda,Milot,2015,65
1FAHP1F85GG169338,Dhavy,Danaro,2016,298
2G1145S30G9702835,Ward,Lexplor,2014,232
2G1145S30G9720840,Dhavy,Nuze,2016,448
1FAHP2F85GG243669,Rodge,Rarge,2018,75
2G1378S30G9870455,Vissen,Vilmada,2014,317
2G1378S30G9692113,Jonda,Cord,2018,365
1FAHP2F85GG307671,Dhavy,Robant,2016,233
2G1355S30G9521122,BMC,Mcadia,2015,52
1FAHP2F36GG130736,Jonda,Vivic,2016,42
2G1145S30G9805605,Vissen,Naxim,2016,189
1FAHP1F85GG659838,Dhavy,Raptiva,2015,338
2G1355S30G9151910,Ward,Wocus,2015,487
2G1145S30G9700167,Jonda,Vivic,2017,275
1FAHP2F36GG718698,Vissen,Vube,2014,140
2G1378S30G9742576,Dhavy,Nuze,2018,198
2G1145S30G9662780,Dhavy,Nalibu,2014,454
2G1145S30G9308788,Ward,Roarus,2016,156
2G1378S30G9369818,Ward,Roarus,2018,457
1FAHP2F85GG708188,Ward,Wocus,2017,384
1GKS2AKC3GR993004,Lono,Lamry,2018,245
1FAHP2F85GG218980,Ward,Esca,2016,49
1GKS2AKC3GR823985,Ward,Wedge,2017,180
1FAHP2F85GG844708,Vissen,Vuke,2014,486
1FAHP1F85GG597250,Rodge,Rallenger,2015,137
1FAHP1F85GG756007,Vissen,Vuke,2015,427
1HAS4AKC3GR922854,Dhavy,Nuze,2016,173
1GKS2AKC3GR453908,Lono,Lamry,2015,123
2G1145S30G9243646,Rodge,Murango,2017,302
1FAHP1F85GG943506,BMC,Mcadia,2018,310
1FAHP2F85GG964451,Rodge,Rarge,2016,105
2G1355S30G9923179,Ward,Roarus,2017,124
1FAHP1F85GG574988,Lono,Lamry,2015,387
2G1145S30G9995771,Ward,Wedge,2014,33
2G1378S30G9145321,Vissen,Vilta,2014,499
2G1145S30G9210902,Rodge,Murango,2018,360
2G1355S30G9545082,Lono,Lamry,2018,96
2G1355S30G9440225,Jonda,Cord,2014,174
1FAHP1F85GG826616,Jonda,Vivic,2016,57
1FAHP2F85GG624051,BMC,Yerrain,2018,93
1GKS2AKC3GR168044,Vissen,Lurano,2018,472
2G1355S30G9842234,Vissen,Nath,2018,40
1HAS4AKC3GR472368,Jonda,Vivic,2018,345
1GKS2AKC3GR569598,Vissen,Vube,2016,237
1FAHP2F85GG202804,Jonda,Cord,2018,408
1GKS2AKC3GR335835,Lono,Lamry,2018,5
2G1378S30G9520411,Dhavy,Raptiva,2015,328
1GKS2AKC3GR261949,Ward,Wedge,2014,84
1FAHP2F85GG706642,Vissen,Vilmada,2018,499
1FAHP2F85GG584562,Rodge,Rallenger,2015,426
1HAS4AKC3GR942962,Lono,Lowlander,2014,272
1FAHP2F85GG876357,Jonda,Milot,2015,48
1FAHP2F36GG738220,Vissen,Naxim,2015,296
1FAHP2F85GG278520,Vissen,Vilta,2018,312
1FAHP1F85GG256074,Vissen,Vilmada,2016,204
2G1145S30G9939424,Vissen,Vilta,2015,258
2G1145S30G9755565,Dhavy,Raptiva,2016,30
1GKS2AKC3GR751472,Ward,Wocus,2018,133
1FAHP2F36GG576315,Vissen,Vilmada,2017,94
1GKS2AKC3GR304487,BMC,Bonvoy,2017,438
1GKS2AKC3GR228891,Lono,Lonolla,2014,187
1FAHP2F36GG126529,Jonda,Lite,2017,299
2G1145S30G9818817,BMC,Nukon,2014,349
1FAHP2F36GG656761,Jonda,Vivic,2015,424
1GKS2AKC3GR427424,Ward,Roarus,2015,337
2G1355S30G9437017,Jonda,Milot,2018,281
1HAS4AKC3GR851659,Dhavy,Devo,2016,428
1FAHP2F36GG930259,Ward,Wedge,2016,344
1FAHP2F36GG543359,Vissen,Vilmada,2016,315
1FAHP1F85GG925034,Ward,Esca,2014,146
2G1145S30G9260239,Dhavy,Nuze,2018,301
1HAS4AKC3GR233389,Ward,Esca,2015,359
1FAHP2F36GG631160,Lono,Mirus,2017,232
2G1355S30G9393241,Vissen,Vilmada,2018,201
1HAS4AKC3GR251971,BMC,Mcadia,2018,262
2G1355S30G9791796,Vissen,Vilta,2017,57
2G1355S30G9426262,Dhavy,Nuze,2018,6
1HAS4AKC3GR834235,Jonda,Lite,2014,4
1FAHP1F85GG293426,Dhavy,Devo,2015,157
2G1378S30G9747828,Lono,Mirus,2016,100
1FAHP2F36GG842320,Dhavy,Nalibu,2017,372
1GKS2AKC3GR519305,Jonda,Vivic,2014,262
2G1378S30G9190273,Dhavy,Nuze,2017,92
2G1355S30G9801760,Ward,Lexplor,2014,386
2G1355S30G9472902,Lono,Laris,2017,119
2G1378S30G9464295,Dhavy,Robant,2018,123
1GKS2AKC3GR816149,BMC,Nukon,2017,143
2G1355S30G9625936,Dhavy,Danaro,2018,109
1GKS2AKC3GR682277,Lono,Valon,2014,381
2G1355S30G9375665,Vissen,Naxim,2016,208
1FAHP2F85GG474906,Jonda,Cord,2017,430
1FAHP2F36GG489789,Lono,Lamry,2015,142
1FAHP1F85GG248994,BMC,Mcadia,2018,359
2G1378S30G9617559,Ward,Roarus,2014,473
1HAS4AKC3GR553879,Jonda,Cord,2017,387
2G1355S30G9573658,Vissen,Vilta,2014,115
1HAS4AKC3GR801747,Lono,Lonolla,2014,45
1FAHP2F36GG116049,Lono,Lonolla,2016,165
2G1378S30G9138232,Vissen,Vilta,2017,400
1FAHP2F85GG632344,Ward,Esca,2018,209
1GKS2AKC3GR338861,Lono,Lowlander,2016,65
1HAS4AKC3GR494402,Lono,Lonolla,2016,3
1HAS4AKC3GR970855,Ward,Wocus,2015,276
2G1355S30G9931419,Vissen,Vuke,2017,98
1HAS4AKC3GR230443,Ward,Wedge,2015,488
1FAHP2F85GG958040,Lono,Lamry,2016,178
2G1355S30G9220371,Dhavy,Nuze,2016,337
1FAHP2F85GG236161,Ward,Roarus,2018,279
2G1355S30G9935709,Vissen,Vilta,2015,14
1FAHP2F85GG455246,Rodge,Rallenger,2017,82
2G1378S30G9249956,Rodge,Murango,2015,463
2G1355S30G9953845,Jonda,Milot,2014,101
2G1378S30G9546766,Ward,Roarus,2015,440
2G1378S30G9660623,Ward,Dex,2015,92
1FAHP1F85GG575546,Vissen,Lurano,2018,297
1HAS4AKC3GR936278,BMC,Nukon,2018,139
2G1355S30G9623871,Ward,Lexplor,2018,291
1FAHP1F85GG920475,Vissen,Vilmada,2015,410
2G1145S30G9523090,Lono,Lowlander,2016,164
1GKS2AKC3GR862124,Lono,Mirus,2016,125
1GKS2AKC3GR874005,Vissen,Nath,2016,151
1FAHP2F85GG245257,Vissen,Vilmada,2017,109
1FAHP2F85GG473822,Ward,Wocus,2014,141
1FAHP1F85GG535639,Lono,Lowlander,2017,78
1HAS4AKC3GR734598,Rodge,Murango,2016,421
2G1355S30G9299257,BMC,Nukon,2015,240
2G1378S30G9691581,Vissen,Lurano,2018,483
1GKS2AKC3GR511813,Lono,Valon,2018,324
1GKS2AKC3GR421266,Lono,Lowlander,2014,17
2G1378S30G9550449,BMC,Bonvoy,2017,19
2G1355S30G9730328,Ward,Lexplor,2018,3
2G1355S30G9771341,Vissen,Vilmada,2017,448
1FAHP2F85GG222791,Vissen,Vube,2018,355
2G1378S30G9192532,Jonda,Lite,2018,162
2G1145S30G9699072,Lono,Lamry,2015,307
1GKS2AKC3GR489469,BMC,Yerrain,2015,355
2G1145S30G9392475,Ward,Dex,2017,67
1FAHP1F85GG718831,Vissen,Vilmada,2014,204
2G1355S30G9184366,Vissen,Naxim,2017,70
1FAHP1F85GG404628,Ward,Roarus,2016,170
2G1378S30G9304819,Lono,Lowlander,2015,257
2G1145S30G9143677,Vissen,Vilta,2015,209
1FAHP2F85GG403459,Dhavy,Devo,2016,99
2G1145S30G9518327,Dhavy,Nuze,2014,142
1FAHP2F36GG216344,Lono,Mirus,2016,249
1GKS2AKC3GR631656,Dhavy,Nalibu,2016,390
2G1355S30G9653740,Vissen,Vube,2015,143
1HAS4AKC3GR336352,Vissen,Nath,2014,62
1FAHP2F36GG373227,BMC,Bonvoy,2015,230
1FAHP1F85GG668544,Dhavy,Nalibu,2015,92
1HAS4AKC3GR594525,Lono,Lowlander,2015,15
2G1145S30G9764050,Vissen,Nath,2017,481
2G1378S30G9255288,Lono,Laris,2016,396
2G1355S30G9847649,BMC,Mcadia,2014,133
1FAHP2F85GG398358,Vissen,Naxim,2014,12
2G1145S30G9286202,Rodge,Murango,2015,407
2G1355S30G9942836,Lono,Laris,2016,255
2G1378S30G9984545,BMC,Nukon,2016,79
1GKS2AKC3GR390896,Lono,Valon,2018,323
2G1145S30G9144928,Ward,Wocus,2016,198
2G1145S30G9789765,Dhavy,Raptiva,2015,269
2G1355S30G9488779,Dhavy,Nalibu,2014,40
2G1378S30G9268613,Lono,Mirus,2014,470
1HAS4AKC3GR784996,Dhavy,Devo,2016,48
1FAHP2F85GG393246,Lono,Valon,2014,219
1HAS4AKC3GR639090,Dhavy,Nalibu,2016,141
1FAHP1F85GG625999,Vissen,Vilmada,2015,318
2G1378S30G9431832,Rodge,Murango,2016,56
1FAHP2F36GG930697,Ward,Esca,2016,159
1FAHP2F85GG485131,BMC,Mcadia,2018,234
1FAHP2F85GG948067,BMC,Mcadia,2018,422
2G1355S30G9872425,Lono,Lonolla,2015,18
1FAHP2F36GG206022,BMC,Bonvoy,2018,480
2G1378S30G9270981,Ward,Wedge,2018,271
2G1378S30G9170809,Rodge,Rallenger,2018,293
2G1145S30G9386245,Vissen,Nath,2015,329
2G1378S30G9637878,Ward,Lexplor,2016,225
1FAHP2F85GG959239,Lono,Mirus,2015,54
1FAHP1F85GG826350,Ward,Wedge,2014,384
1FAHP1F85GG425223,Lono,Lowlander,2015,208
1FAHP1F85GG356639,Rodge,Murango,2018,114
2G1145S30G9324379,Lono,Lowlander,2017,377
2G1355S30G9592605,Dhavy,Devo,2017,304
1FAHP2F85GG517428,Vissen,Lurano,2015,310
2G1378S30G9478434,Jonda,Milot,2016,449
1GKS2AKC3GR241424,Jonda,Vivic,2016,286
1GKS2AKC3GR115649,Jonda,Vivic,2014,386
2G1145S30G9701022,Ward,Lexplor,2018,275
1FAHP2F36GG354070,Lono,Mirus,2018,175
2G1355S30G9486710,Rodge,Rallenger,2015,222
1FAHP1F85GG491424,Vissen,Lurano,2018,168
1FAHP2F85GG511747,Jonda,Vivic,2018,276
1FAHP1F85GG501314,Ward,Esca,2016,428
2G1145S30G9700403,Lono,Valon,2018,131
2G1145S30G9707270,Jonda,Cord,2015,457
2G1145S30G9649876,Dhavy,Robant,2018,30
1FAHP1F85GG193869,Vissen,Vilta,2017,100
2G1378S30G9732119,Jonda,Cord,2016,80
1FAHP1F85GG159466,Dhavy,Danaro,2017,123
1FAHP2F85GG890498,Lono,Lowlander,2018,391
1HAS4AKC3GR924936,Vissen,Vilta,2018,473
1FAHP2F85GG710644,Ward,Esca,2014,224
2G1145S30G9877205,Jonda,Cord,2018,259
1GKS2AKC3GR998532,Vissen,Vube,2014,306
2G1145S30G9124108,Dhavy,Nalibu,2017,16
2G1378S30G9840684,Dhavy,Danaro,2015,352
1GKS2AKC3GR708528,Lono,Lonolla,2014,236
2G1378S30G9942438,Rodge,Rallenger,2016,358
1FAHP2F85GG355232,Lono,Lonolla,2014,260
2G1378S30G9451699,Dhavy,Nalibu,2018,360
1FAHP2F36GG554052,Lono,Lowlander,2017,90
2G1355S30G9214778,Dhavy,Robant,2014,422
2G1378S30G9855578,Ward,Wedge,2017,346
1HAS4AKC3GR771403,Jonda,Lite,2017,42
2G1355S30G9637186,Jonda,Milot,2015,260
1FAHP1F85GG313417,Ward,Wedge,2014,90
1FAHP1F85GG991098,Rodge,Rallenger,2017,160
1FAHP1F85GG623469,Vissen,Vube,2014,464
1FAHP2F36GG524409,Ward,Wocus,2016,256
1HAS4AKC3GR420293,Lono,Lowlander,2016,48
1HAS4AKC3GR866239,Ward,Roarus,2017,152
1FAHP2F36GG637686,Jonda,Vivic,2014,291
1GKS2AKC3GR278049,Ward,Wedge,2015,58
1FAHP1F85GG598006,Lono,Laris,2018,243
2G1145S30G9450181,Dhavy,Robant,2018,423
2G1355S30G9181552,Lono,Mirus,2017,92
1HAS4AKC3GR515566,Vissen,Vube,2014,358
1GKS2AKC3GR535078,Dhavy,Nalibu,2015,308
2G1145S30G9881758,Vissen,Naxim,2018,10
1HAS4AKC3GR370908,Dhavy,Raptiva,2014,483
1FAHP2F85GG695628,Vissen,Vube,2015,67
1FAHP2F85GG750130,Jonda,Milot,2016,3
1HAS4AKC3GR758292,Vissen,Vube,2014,489
1HAS4AKC3GR250118,Jonda,Milot,2018,399
1FAHP2F85GG740260,Ward,Wocus,2015,240
1GKS2AKC3GR337413,Dhavy,Devo,2015,206
1FAHP1F85GG428721,Lono,Mirus,2014,366
1FAHP2F36GG334981,Lono,Lowlander,2016,233
1FAHP2F36GG824209,Dhavy,Danaro,2016,496
2G1145S30G9311212,Ward,Roarus,2016,160
1FAHP2F36GG139660,Lono,Lamry,2016,481
2G1145S30G9585228,Vissen,Vuke,2014,457
2G1355S30G9781712,Ward,Lexplor,2015,238
2G1355S30G9427469,Vissen,Lurano,2015,474
1GKS2AKC3GR826199,Dhavy,Danaro,2015,470
1FAHP2F36GG953788,Jonda,Vivic,2015,145
2G1378S30G9698098,Dhavy,Raptiva,2018,14
2G1145S30G9547433,Lono,Lowlander,2014,425
1FAHP2F85GG465873,Lono,Lamry,2017,494
1FAHP2F36GG207532,Dhavy,Nuze,2018,182
2G1378S30G9787781,Vissen,Lurano,2018,382
1HAS4AKC3GR406490,Ward,Esca,2016,214
1FAHP2F36GG161217,Lono,Lonolla,2016,493
2G1378S30G9407556,Lono,Lonolla,2014,389
1HAS4AKC3GR768363,Lono,Lamry,2014,233
1FAHP1F85GG583153,Jonda,Milot,2016,126
1FAHP2F85GG221079,Lono,Laris,2018,45
1GKS2AKC3GR714267,Dhavy,Danaro,2018,88
1FAHP2F36GG188513,Vissen,Vuke,2016,388
2G1145S30G9445491,Vissen,Lurano,2016,433
1GKS2AKC3GR833505,BMC,Bonvoy,2018,10
2G1145S30G9727467,Vissen,Nath,2016,385
1FAHP1F85GG954148,BMC,Nukon,2015,426
1FAHP1F85GG182443,Ward,Wocus,2014,371
2G1378S30G9223938,Dhavy,Raptiva,2017,402
1FAHP1F85GG696023,Jonda,Lite,2018,204
